Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
8,Old,Hat,No Trait,Solana Mouthguard,Laser Eyes,No Trait,Nz Jersey,Blue,Dosbrak,Jonah Lomu,BjEeNMCfkR8kWCCzmB95AZ79QdRADBeRJHUzPfjagmB5,423
9,Old,Halo,Sweat,No Trait,Wayfarers,Ball,Solana Jersey,Black,Dosbrak,Jonah Lomu,bs2aMQJXDLRiyr4TtgnWhg7KQGViMEK3NGJFaHNvZ76,424
9,Old,Headband,Haka,No Trait,Laser Eyes,Egg Ball,Solana Jersey,Black,Dosbrak,Jonah Lomu,6yd2XHYPQKsB9Erbqt13xpX82N5AUa4sRpPZXNX6US6G,425
8,Standard,No Trait,Sweat,Solana Mouthguard,No Trait,Ball,Nz Old Jersey,Black,Dosbrak,Jonah Lomu,K6bWFVDSGn3UNTasgde8rxQ4XsSLgnQiupTQ3xTvWej,426
7,Standard,No Trait,No Trait,Diamond Grill,No Trait,Crown Ball,Blue Suit,Blue,Dosbrak,Jonah Lomu,3mTjYKPzvJiEVysiT8oYopwifFKZPBRyqWZb9b4CpcEM,427
8,Standard,No Trait,No Trait,Nz Mouth Guard,Wayfarers,Ball,Nz Jersey,Gold,Dosbrak,Jonah Lomu,BVMd7fBzRH2Q2UNsi2Bf8Fu2gA5rLAJ8s6q71nmYSg9w,428
8,Standard,Headband,Haka,No Trait,No Trait,Nz Ball,Blue Suit,Blockasset,Dosbrak,Jonah Lomu,DBz72K2MUMbEwFx7QLcpErGokY18pSKoMesJb9xHavdg,429
8,Young,Halo,Haka,No Trait,No Trait,Crown Ball,Cm Jersey,Red,Dosbrak,Jonah Lomu,HjQPXCPpwvHSNUDjSXPmnm4aMq9tdunsV1imc3WL1dZq,430
8,Standard,Ba Snapback,No Trait,No Trait,Laser Eyes,Nz Ball,Yellow Jersey,Blue,Dosbrak,Jonah Lomu,A4Zg9UPw9rpehdU8o3cxqgvPZ7FdxVqHskMKuDDXABrz,431
8,Standard,Halo,Haka,No Trait,No Trait,Nz Ball,Yellow Jersey,Blue,Dosbrak,Jonah Lomu,2zaNSbapRVtqxRr4pSQGKGdeE6yipTAxtPZzT6PCFPoW,432
8,Old,Headband,No Trait,Solana Mouthguard,No Trait,Gold Chain,Cm Jersey,Red,Dosbrak,Jonah Lomu,4nQKT2wSPfcnAE211uLFFqqgMrj7DKJMmvKpvdibq3BK,433
9,Old,Ba Snapback,Sweat,Solana Mouthguard,No Trait,Crown Ball,Nz Jersey,Blue,Dosbrak,Jonah Lomu,7HaT8hdf73GbosKyHPV7jdo4a6go2VNLzSZcaMaDGFxQ,434
7,Young,No Trait,Haka,No Trait,No Trait,Gold Chain,Nz Old Jersey,Black,Dosbrak,Jonah Lomu,BDkkKwQVeTL6wUqL2scKxcsXPNCEPEZFbJRVYSC7ngPv,435
8,Old,No Trait,No Trait,Nz Mouth Guard,Eye Injury,Fire Ball,Nz Jersey,Black,Dosbrak,Jonah Lomu,Gz3dBmSWb29ESzMQH9fMbZHkA4Je4xpKwMt34bcfEgtH,436
8,Old,No Trait,No Trait,Diamond Grill,Wayfarers,Nz Ball,Nz Jersey,Purple,Dosbrak,Jonah Lomu,5cFkZJSeDiMvhVMdM5aeuSpkKaSfXEzG6q3vX5X6WgZX,437
8,Standard,Ba Snapback,No Trait,Solana Mouthguard,No Trait,Crown Ball,Nz Old Jersey,Red,Dosbrak,Jonah Lomu,G8X9VZpDaXVWGT257ZSyyT94XicEkZE6aEq4WTsE3LW2,438
6,Young,No Trait,No Trait,No Trait,Wayfarers,No Trait,Nz Away Jersey,Gold,Dosbrak,Jonah Lomu,HEm7VaPx7jyZfQsk5mt25NHZVC8ZKCfmjeVoSTnCotCG,439
7,Old,No Trait,No Trait,Solana Mouthguard,No Trait,Ball,Nz Jersey,Gold,Dosbrak,Jonah Lomu,sMoKFxw7s7kGh9TKqnHiRrd757i6fFZggut2kYFZpNZ,440
8,Standard,Ba Snapback,No Trait,Diamond Grill,No Trait,Ball,Nz Jersey,Blue,Dosbrak,Jonah Lomu,69FuWypxs9j9DNHnXZstsBKEbcf8piXC1gzstAY6mGTg,441
8,Standard,Ba Snapback,No Trait,No Trait,Laser Eyes,Nz Ball,Yellow Jersey,Purple,Dosbrak,Jonah Lomu,9H4Nq2GE71D7SuWdFq4nXZmZmzBUjtLdcgvXhA3jZq1D,442
6,Old,No Trait,No Trait,Solana Mouthguard,No Trait,No Trait,Solana Jersey,Gold,Dosbrak,Jonah Lomu,GqRqbb7Mu4icDknHLjc9W8Fcy1JsGLhUQb8eL7dG9np1,443
6,Standard,No Trait,Sweat,No Trait,No Trait,No Trait,Nz Away Jersey,Gold,Dosbrak,Jonah Lomu,5FhZZHiBo9BXYYkZ5prDxg4uMAD4yWTHNvZUVdcKjdtc,444
8,Standard,Hat,No Trait,Solana Mouthguard,No Trait,Nz Ball,Nz Old Jersey,Red,Dosbrak,Jonah Lomu,B7FQjD496rBBVnw8bryfV6Btrikdj4KMPK1H9QF2KK4g,445
8,Young,Hat,Haka,No Trait,No Trait,Gold Chain,Cm Jersey,Blue,Dosbrak,Jonah Lomu,C4JzDSq41bzKkUUWF2Cb7vqM3No4DB15fHEttGr6TT1i,446
8,Standard,Halo,No Trait,No Trait,Laser Eyes,Old Ball,Nz Away Jersey,Black,Dosbrak,Jonah Lomu,DUg1yS1U1iM9zGp33g2DxuaPUHjC1S6vtUci3UGUsLz2,447
8,Standard,No Trait,Sweat,Nz Mouth Guard,No Trait,Boots,Yellow Jersey,Orange,Dosbrak,Jonah Lomu,GFncpX1fdY5Xeg7TPqUaybKDWe3oVTo6t7J9k1VUFizs,448
9,Standard,Ba Snapback,Sweat,No Trait,Wayfarers,Ball,Yellow Jersey,Blue,Dosbrak,Jonah Lomu,H8kicddr3voeHhHkrigNikh3K7Zteb9Nb3bf484E9kn,449
6,Old,No Trait,Sweat,No Trait,No Trait,No Trait,Nz Jersey,Gold,Dosbrak,Jonah Lomu,Hf3yYmpgiHQvtSXc1cTZaKD1yTrJVCJZuMhsmqK8Z9u1,450
7,Standard,Headband,No Trait,No Trait,No Trait,Ball,Cm Jersey,Gold,Dosbrak,Jonah Lomu,12Kmub1Unod8fPh7RXrN676VoDe8CbUPxFhRPystwPub,451
7,Standard,No Trait,No Trait,Diamond Grill,No Trait,Egg Ball,Nz Away Jersey,Black,Dosbrak,Jonah Lomu,2UxMWZ1VkfoTs7C6RrVfRuuhkGJcQmUyTukbAKyj4ux2,452
8,Standard,Headband,No Trait,Nz Mouth Guard,No Trait,Ball,Nz Old Jersey,Purple,Dosbrak,Jonah Lomu,4BB1QyGJLbUUGWbMs4rymAbPZxkVZC3rTjszGoJtgb4s,453
6,Standard,No Trait,No Trait,No Trait,No Trait,Gold Chain,Nz Away Jersey,Gold,Dosbrak,Jonah Lomu,3wUphCMrtHC7YEEXciUNeA3hmLsKVVKYuyVwA3zkvY8Z,454
7,Standard,Halo,No Trait,No Trait,No Trait,Fire Ball,Solana Jersey,Black,Dosbrak,Jonah Lomu,52vjUU6UE4Uk4KYArm6VpLNugS5K3ywQ6gfrNiJ1K1E,455
7,Old,Ba Snapback,No Trait,No Trait,No Trait,Gold Chain,Nz Old Jersey,Black,Dosbrak,Jonah Lomu,7bFatfuiMbznbd9K9S29bRgQbLw5EUtrZfhRQoz6e1ic,456
7,Old,No Trait,No Trait,Diamond Grill,No Trait,Ball,Blue Suit,Red,Dosbrak,Jonah Lomu,FKQBkeNTyUJpjb4yUeaGq7B1oXLqYvuMHPuokQaythkT,457
8,Old,No Trait,Haka,No Trait,Eye Injury,Fire Ball,Blue Suit,Orange,Dosbrak,Jonah Lomu,GhUx7GJYYQgL4TcmsRt4F3cfKp54SbRmHakrErERU2S9,458
9,Young,Ba Snapback,No Trait,Nz Mouth Guard,Wayfarers,Nz Ball,Shirt,Orange,Dosbrak,Jonah Lomu,2YGz9RMrWxTpWaxh8kBWwXjA8t9z5rTESpDKvX2XZVDS,459
7,Standard,No Trait,No Trait,Diamond Grill,Wayfarers,No Trait,Blue Suit,Red,Dosbrak,Jonah Lomu,6bs4BxBvoXGgPd1mmtHmA41nRXh2gNjAKwFCuPMEKobz,460
8,Standard,No Trait,No Trait,Diamond Grill,Eye Injury,Old Ball,Nz Jersey,Purple,Dosbrak,Jonah Lomu,7KRr3niY5euJLuxphHYmVBCKLDWL8jjpQiSpqizLV96H,461
9,Standard,Halo,No Trait,Nz Mouth Guard,Wayfarers,Ball,Nz Away Jersey,Red,Dosbrak,Jonah Lomu,F9gsLRWuKvb6vyWf49Zijw6JrCDQhyiQnKAyN3Ao7FZ9,462
8,Young,No Trait,No Trait,Solana Mouthguard,Laser Eyes,Ball,Solana Jersey,Blue,Dosbrak,Jonah Lomu,HFVP5gDPzk5z6hmQAQzGsJxBJ7HqzQvD5eeA8dyF8WcN,463
6,Old,No Trait,No Trait,Nz Mouth Guard,No Trait,No Trait,Blue Suit,Blockasset,Dosbrak,Jonah Lomu,3Lk4ig4kqF15wPish6Dw1FwdVBqjPBG1Mv93nx1azKL7,464
8,Standard,Ba Snapback,No Trait,Solana Mouthguard,No Trait,Egg Ball,Yellow Jersey,Black,Dosbrak,Jonah Lomu,3ModiSUkVZpvpAMYUZM38E3eMxEhiabHZoKk1U3g6ktp,465
8,Young,No Trait,No Trait,Nz Mouth Guard,Laser Eyes,Crown Ball,Nz Jersey,Red,Dosbrak,Jonah Lomu,CrVABCLYLQGhKZY41GT1FqG6k9h8RXPiqmAXfGWbFKMi,466
8,Standard,Ba Snapback,No Trait,No Trait,Wayfarers,Ball,Solana Jersey,Gold,Dosbrak,Jonah Lomu,2eTVeoU3R7hacTcXqt2PpeVHYTRetiCKWj2Y1cwtoSDG,467
8,Standard,No Trait,No Trait,Nz Mouth Guard,Eye Injury,Egg Ball,Yellow Jersey,Red,Dosbrak,Jonah Lomu,7F2sVXB8VTFyPNSJ6zaVLiYj7R5sN4TfFVcqXFHmDbxh,468
9,Old,Hat,Haka,No Trait,Laser Eyes,Ball,Blue Suit,Black,Dosbrak,Jonah Lomu,8Yxqsak1ZC4wjqTMNjSwjBj1XgUVEx9BZWiCnF3MHk4k,469
7,Young,No Trait,Sweat,No Trait,No Trait,Old Ball,Nz Old Jersey,Red,Dosbrak,Jonah Lomu,7qeuu9bPJiPrMMoVJr2GDcG1Ju8w8tXUWmvGu3UXSrJB,470
8,Standard,No Trait,Sweat,No Trait,Wayfarers,Fire Ball,Nz Away Jersey,Red,Dosbrak,Jonah Lomu,7t2mRBfCpzQF2CziU2soWp9YUWY6xzo564Cahd4yShPb,471
7,Standard,No Trait,Sweat,No Trait,No Trait,Ball,Solana Jersey,Gold,Dosbrak,Jonah Lomu,C4LLrxtEe33pLq1pYPxdZF6oae8TeLJdrkkF8dNv8fs4,472
8,Young,No Trait,Sweat,Nz Mouth Guard,No Trait,Boots,Nz Away Jersey,Black,Dosbrak,Jonah Lomu,F9CoEeGPjMZvxTn51nt5zKs4NCFERHb4UrwjJyj8NB51,473
8,Young,Halo,Haka,No Trait,Wayfarers,No Trait,Nz Away Jersey,Orange,Dosbrak,Jonah Lomu,GkYj6i9xRkGqmeLnCE44uissqxh1zo3BS7crhAZeCrVH,474
6,Standard,No Trait,No Trait,No Trait,No Trait,Old Ball,Yellow Jersey,Gold,Dosbrak,Jonah Lomu,8Qqqbis91NbTDfN4kKnnV5E18ubKSHaux2RiMXh9xEqq,475
7,Standard,No Trait,No Trait,Diamond Grill,No Trait,Old Ball,Blue Suit,Blue,Dosbrak,Jonah Lomu,ASu54yqLjy3Dijc4CQcyt4VtZ44q87DNYGLoJGJKdfPE,476
8,Old,Halo,Haka,No Trait,No Trait,Crown Ball,Shirt,Blue,Dosbrak,Jonah Lomu,HRFhr27psdzVsmcqexADNBX9GL4riHR7wgLYFbgSLm8E,477
7,Old,No Trait,No Trait,Nz Mouth Guard,No Trait,Egg Ball,Nz Old Jersey,Orange,Dosbrak,Jonah Lomu,HWiYrZyg5bYDbkJkk4p8aYFcZLqar3qtz1Brnw1qmk9M,478
7,Old,No Trait,No Trait,Diamond Grill,No Trait,Crown Ball,Solana Jersey,Purple,Dosbrak,Jonah Lomu,XrS2Hn6wvMawUiU5HWyQSVppCGrRJamH66372vg7tTR,479
7,Old,No Trait,No Trait,No Trait,Eye Injury,Egg Ball,Solana Jersey,Blockasset,Dosbrak,Jonah Lomu,qL2jYPQUh7NDHp14ceezg4js81YzscF4ZJj11bsJ5gj,480
7,Young,No Trait,No Trait,No Trait,Wayfarers,Egg Ball,Nz Old Jersey,Purple,Dosbrak,Jonah Lomu,6WMtxYPMg5souLiE9CeVc5T7fdkQ5ZXjJkiMTFhtvpW8,481
9,Standard,Ba Snapback,No Trait,Nz Mouth Guard,Wayfarers,Nz Ball,Yellow Jersey,Red,Dosbrak,Jonah Lomu,7YiXiUKwJ9VZGyB965JwggVwDh3b8ZKfNHnNjNNwmyh3,482
8,Standard,Hat,Haka,No Trait,No Trait,Fire Ball,Cm Jersey,Purple,Dosbrak,Jonah Lomu,Di4snnxwaLVHm5q2r6PNpG4seC7AN53wR5baGXv5wEku,483
8,Standard,Headband,No Trait,No Trait,Wayfarers,Egg Ball,Nz Old Jersey,Red,Dosbrak,Jonah Lomu,FBpRn4VCiG6cxLuULGnu7bhgZfZsKL2iveEbx97JEYuN,484
7,Standard,No Trait,No Trait,Diamond Grill,Wayfarers,No Trait,Nz Away Jersey,Blue,Dosbrak,Jonah Lomu,8AqUNjFxhoDd5BgNurHys19ehtJnAYLNGHGgRgNteUbE,485
7,Young,No Trait,Haka,No Trait,No Trait,Gold Chain,Yellow Jersey,Blue,Dosbrak,Jonah Lomu,8ebdKVUB7cnmEcra5czd81kne2v3T6haAfpHZsh1ZczE,486
7,Standard,No Trait,No Trait,Diamond Grill,Wayfarers,No Trait,Cm Jersey,Red,Dosbrak,Jonah Lomu,7tpvHJjPVgTpAb68gGyGWnN2pr8GNtr6WDseJhSJP1xt,487
8,Standard,No Trait,No Trait,Nz Mouth Guard,Wayfarers,Crown Ball,Nz Jersey,Blockasset,Dosbrak,Jonah Lomu,BjEi929p8BNbMMhpHC4pArPy5g6KSiw5MKQAguasi2WN,488
9,Standard,No Trait,Sweat,Nz Mouth Guard,Eye Injury,Nz Ball,Cm Jersey,Red,Dosbrak,Jonah Lomu,F1f2XsTEHNvva25o9UuT6pC1YDVXuMDqpkrYzxFVwaxk,489
8,Standard,No Trait,Sweat,No Trait,Eye Injury,Boots,Yellow Jersey,Purple,Dosbrak,Jonah Lomu,oHfAVG2T3Pxqn77kGPgyYBJgy55zLRhorFMBUgb6EN1,490
7,Old,No Trait,Sweat,No Trait,No Trait,Fire Ball,Nz Away Jersey,Red,Dosbrak,Jonah Lomu,6djjZN5CWBxnniyj9UaTQSnPhhjxY6UhC7tYYqLaqxAq,491
8,Young,Hat,Haka,No Trait,Laser Eyes,No Trait,Solana Jersey,Orange,Dosbrak,Jonah Lomu,BTbMBb1ECK1bbhqTbhT9U7At9yVinze5urjZQNSfFHU,492
8,Old,No Trait,Sweat,Nz Mouth Guard,No Trait,Gold Chain,Nz Jersey,Orange,Dosbrak,Jonah Lomu,HS88P6uKyrkYDzBEWpZjpyqSDP27kDGPLUGifpHfjX9P,493
7,Young,No Trait,No Trait,No Trait,Eye Injury,Fire Ball,Solana Jersey,Blue,Dosbrak,Jonah Lomu,2r3thbjquGh3sZ3YQqtuJGsvNkiSiG5LmeBrDyvw53fj,494
8,Standard,No Trait,No Trait,Solana Mouthguard,Laser Eyes,Egg Ball,Solana Jersey,Blue,Dosbrak,Jonah Lomu,4NZt72CUTwxr2WtaB3EFf47iQMNxVEdefsS4KoNv4K8F,495
6,Standard,No Trait,No Trait,No Trait,Laser Eyes,No Trait,Nz Away Jersey,Blockasset,Dosbrak,Jonah Lomu,68eN47ny1AGszgUskafYRXCsuKPuax6sssrXEZakpEME,496
7,Standard,Ba Snapback,No Trait,Diamond Grill,No Trait,No Trait,Solana Jersey,Black,Dosbrak,Jonah Lomu,6D6ys8p4GbMjSmQpQ9WAQ2dDB2i9mDsSga7iMb8eToai,497
8,Old,Halo,Haka,No Trait,Wayfarers,No Trait,Cm Jersey,Blue,Dosbrak,Jonah Lomu,94NQEwZyBVopMgkrLdSFU3U8Hvt6ED3pkZi4s9eAwbEn,498
8,Standard,Ba Snapback,No Trait,Diamond Grill,No Trait,Ball,Nz Jersey,Orange,Dosbrak,Jonah Lomu,GenKGAGdSvwgXQVjTRhzvRD7hdU36GuDHoy5pBeyok81,499
9,Old,Ba Snapback,Sweat,Nz Mouth Guard,No Trait,Nz Ball,Solana Jersey,Black,Dosbrak,Jonah Lomu,24aPLRDkz8MEJBSNy6WEkuYK7ZdsFujcY6czxQrGJzCy,500
7,Standard,No Trait,Haka,No Trait,Wayfarers,No Trait,Cm Jersey,Gold,Dosbrak,Jonah Lomu,277Baywc4pZ9jbBu6fjmD8kMEuBAf65GNjNQuEjWBz2h,501
8,Standard,Ba Snapback,No Trait,Solana Mouthguard,No Trait,Boots,Yellow Jersey,Purple,Dosbrak,Jonah Lomu,2rw6aWYvFbdNokDXktHen6ft6qjc12TK6CkjxGSaWD6M,502
8,Standard,Halo,Sweat,No Trait,No Trait,Crown Ball,Nz Jersey,Blue,Dosbrak,Jonah Lomu,4BBotyZEC9Ze1XsweyEJCrf19E8zh5A9LVv6bDftTLVU,503
8,Standard,Ba Snapback,No Trait,No Trait,Laser Eyes,Gold Chain,Nz Jersey,Blue,Dosbrak,Jonah Lomu,2QNDGw5fSPdvXWskodgJpkXrn7JQ5oND8Wg2AcZZAC3D,504
7,Standard,No Trait,Haka,No Trait,No Trait,Egg Ball,Solana Jersey,Gold,Dosbrak,Jonah Lomu,2nNRQH6rRQtnfQReiK2GZD53V5chnC3DkUaXobqHdNWz,505
8,Young,No Trait,Haka,No Trait,Wayfarers,Boots,Nz Old Jersey,Black,Dosbrak,Jonah Lomu,5vEWdW5thgwAoJxikMvSuKBR9j4aN82KnKYLLN175tSx,506
9,Old,Hat,Sweat,Nz Mouth Guard,No Trait,Ball,Solana Jersey,Black,Dosbrak,Jonah Lomu,6xCvQsGko3w6noEMbktJW3r6ZRkfjeXaXKTW64AwAFd3,507
7,Old,No Trait,No Trait,Diamond Grill,No Trait,Nz Ball,Nz Away Jersey,Orange,Dosbrak,Jonah Lomu,8oZPJa6hZFgNZuEfx2z1xzqcoxJWMifGvPZPpBSJBFxd,508
8,Old,No Trait,No Trait,Solana Mouthguard,Laser Eyes,Old Ball,Blue Suit,Black,Dosbrak,Jonah Lomu,97R1QBoMERWgB52DfsY5it1nNyFGg2PwnCho95DuciB1,509
8,Standard,Hat,No Trait,No Trait,Laser Eyes,Gold Chain,Solana Jersey,Black,Dosbrak,Jonah Lomu,9jAWcuuJTzhJ8F12zb4CX8h4YQus1G3r2bam8FwdKtCs,510
8,Old,Ba Snapback,No Trait,Nz Mouth Guard,No Trait,Old Ball,Yellow Jersey,Purple,Dosbrak,Jonah Lomu,9jMHcZwjDBwTV5WMqCRsqQAtVVFMibNDkiAEz3GkBJUQ,511
7,Standard,Headband,No Trait,Solana Mouthguard,No Trait,No Trait,Nz Old Jersey,Red,Dosbrak,Jonah Lomu,Ee9pzbmygFPPiQ1YfP6VSYzgneXGVuNd77w68G4CwdQg,512
7,Standard,No Trait,No Trait,Nz Mouth Guard,No Trait,Fire Ball,Blue Suit,Purple,Dosbrak,Jonah Lomu,FjNPnD8ihABEuBnPRaP9LRZNn6Sbpg8ke5DnJXMKaUHo,513
9,Standard,Headband,Haka,No Trait,Laser Eyes,Old Ball,Cm Jersey,Blue,Dosbrak,Jonah Lomu,9wevwsahUVeWzw8CDufS2WsEoLNngwjjnGhVitSa82ra,514
7,Standard,Halo,No Trait,No Trait,Laser Eyes,No Trait,Nz Jersey,Blue,Dosbrak,Jonah Lomu,CkH2XeFWNiocXe5EGfo1pp2FqoLaaeFbuKYbgQgywHBJ,515
9,Old,Headband,Haka,No Trait,Laser Eyes,Boots,Nz Jersey,Red,Dosbrak,Jonah Lomu,5rYBffXMTD419xRwzPS7xgUjFicPP4ioLhQWqiqyzKRv,516
7,Old,Hat,No Trait,No Trait,No Trait,Fire Ball,Blue Suit,Black,Dosbrak,Jonah Lomu,Cc65KjCquHNNVXPud84ZsRrXKEMYqoJyZyFaEteGVBSx,517
8,Standard,No Trait,Haka,No Trait,Wayfarers,Crown Ball,Blue Suit,Blockasset,Dosbrak,Jonah Lomu,E3FRzJyBkZjUbZgf22MQtLq5xQPVrQoXUjNVNq2jRNGM,518
9,Young,No Trait,Sweat,Solana Mouthguard,Wayfarers,Old Ball,Nz Jersey,Orange,Dosbrak,Jonah Lomu,DFLfwdQmqTdyivFHGtUGnpBTTuAGffTdAmLcPKBu8qh9,519
8,Standard,Ba Snapback,No Trait,Nz Mouth Guard,No Trait,Gold Chain,Cm Jersey,Purple,Dosbrak,Jonah Lomu,6AkaZW8QfVu9bzTvQUiv4SC8oDLzaEcSxu8tRJJRHh8,520
8,Old,No Trait,No Trait,Solana Mouthguard,Eye Injury,Egg Ball,Shirt,Purple,Dosbrak,Jonah Lomu,EbQMx3ruv9D4TF8VEnnQtFYCNtAQa9VwsDx2UJmgZubo,521
9,Standard,Hat,No Trait,Solana Mouthguard,Wayfarers,Egg Ball,Cm Jersey,Black,Dosbrak,Jonah Lomu,G9VBdaEais7B6vEGQT1VwwQgA8mxMR3XwHgsTxj1ApKY,522
8,Standard,Halo,No Trait,Solana Mouthguard,No Trait,Old Ball,Cm Jersey,Orange,Dosbrak,Jonah Lomu,GpWsP7EeDcGqL1jFKQ9pWhMFAT6xhubbN6sMdoJp3Pn7,523
8,Standard,Headband,No Trait,Nz Mouth Guard,Laser Eyes,No Trait,Solana Jersey,Orange,Dosbrak,Jonah Lomu,56HN4AkcEJwrL7hVmuUyCTeowhXfDiy1dWqjQRR85Juc,524
9,Standard,Ba Snapback,Haka,No Trait,Wayfarers,Old Ball,Nz Jersey,Blockasset,Dosbrak,Jonah Lomu,8E3DGMNUiD3iYH7cyUgoEzLtjXDYKuvwydk7VPeiHrAu,525
7,Standard,No Trait,Haka,No Trait,No Trait,Egg Ball,Blue Suit,Blockasset,Dosbrak,Jonah Lomu,8yp3ftnfoayDKXmMjctPwmWuerpReLJ1q5HYdLn9V1cp,526
7,Young,No Trait,Haka,No Trait,No Trait,Boots,Solana Jersey,Blockasset,Dosbrak,Jonah Lomu,9QZ1QpQT89bKWJWY6nTNwBque8wi5CNxhR78P8kPLkSJ,527
7,Standard,Hat,No Trait,No Trait,No Trait,Crown Ball,Cm Jersey,Blockasset,Dosbrak,Jonah Lomu,daFSKAt5KV1aFThLB2jYE6XJbonhy9NMnModChBieKA,528
9,Young,Ba Snapback,No Trait,Nz Mouth Guard,Wayfarers,Crown Ball,Solana Jersey,Red,Dosbrak,Jonah Lomu,CsDkdpHsr2MFiEmyZ4pDqQcm1ZZzMN86tL11FDA7KLs6,529
9,Standard,Hat,No Trait,Nz Mouth Guard,Wayfarers,Egg Ball,Cm Jersey,Orange,Dosbrak,Jonah Lomu,H6AB39ddTTzWopQJbALrgWiKPrW7RRsy2v6JskYC7S3G,530
6,Standard,No Trait,No Trait,No Trait,No Trait,Gold Chain,Shirt,Blockasset,Dosbrak,Jonah Lomu,2QGSmG2kwHESLQ2jxBYeNgsPmtTWkbqUJ7KuRDK7TusD,531
8,Standard,Halo,No Trait,Nz Mouth Guard,No Trait,Nz Ball,Nz Away Jersey,Red,Dosbrak,Jonah Lomu,4drmSTvs3QGaqM2tCctancgKApqRKDtyDjyCjkwHbknB,532
8,Standard,Headband,Haka,No Trait,No Trait,Ball,Nz Away Jersey,Blockasset,Dosbrak,Jonah Lomu,8njMsfozTAJkPEoBExvPmv8Cg3Uq5iUeL6mb5LkYGsiD,533
9,Old,Headband,No Trait,Solana Mouthguard,Wayfarers,Crown Ball,Cm Jersey,Black,Dosbrak,Jonah Lomu,CvqBktX27JL1k5E6AEGpecU3C2sertSeZprbF2vP6ryR,534
8,Old,Ba Snapback,No Trait,Nz Mouth Guard,No Trait,Gold Chain,Solana Jersey,Purple,Dosbrak,Jonah Lomu,J7JRvTJDZDYm67pyb2DeA2PbcaTiBU7KqujP3CRhzLQA,535
7,Old,Headband,No Trait,No Trait,No Trait,Crown Ball,Solana Jersey,Blockasset,Dosbrak,Jonah Lomu,yXNGDr9yDjpmCwHuZ9tBjzfKTFBvMeWwobdNWJgWzGN,536
8,Standard,No Trait,No Trait,Solana Mouthguard,Eye Injury,Ball,Nz Old Jersey,Black,Dosbrak,Jonah Lomu,2dio82MxZoRhBqyGB3PLwqi6SW1shfQkAK4YzreMFcXm,537
9,Standard,Hat,Sweat,No Trait,Wayfarers,Crown Ball,Cm Jersey,Blue,Dosbrak,Jonah Lomu,8KZqdiDrc5eXatWDrUTHYwxJDPpj5kyQbQJsmtGmJGtD,538
6,Old,No Trait,No Trait,No Trait,Eye Injury,No Trait,Solana Jersey,Gold,Dosbrak,Jonah Lomu,9bzV5UENd7JYmyRUbxUUhEgMRCHLmWDJsEgtE4AjwSvG,539
8,Old,No Trait,No Trait,Nz Mouth Guard,Eye Injury,Nz Ball,Yellow Jersey,Black,Dosbrak,Jonah Lomu,ByZzu7YxNtLoxonvRETV6j3v1Qs8t1gQLpbC4rD8G6f4,540
8,Standard,No Trait,No Trait,Solana Mouthguard,Laser Eyes,Nz Ball,Cm Jersey,Blue,Dosbrak,Jonah Lomu,7FeUZFeoaQtNScE6bpohhm3eAqMVMPUZFx9oeJrHt4x4,541
9,Standard,Ba Snapback,Haka,No Trait,Wayfarers,Ball,Nz Old Jersey,Blue,Dosbrak,Jonah Lomu,7kefNDCEbdqFx4gsV14xjE4gviwbBsfhkMFQqwrLASrh,542
8,Standard,Headband,No Trait,No Trait,Laser Eyes,Crown Ball,Shirt,Purple,Dosbrak,Jonah Lomu,95WNhrxjZQEAa5e1wJxkZHxDXnzBcgJa2imSNk2jkBPP,543
6,Old,No Trait,No Trait,No Trait,No Trait,Nz Ball,Shirt,Gold,Dosbrak,Jonah Lomu,5AkN946wTTAeEBEKzkTqcuhUkmH75MCKdWFi3GvnVTJU,544
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Nz Ball,Cm Jersey,Gold,Dosbrak,Jonah Lomu,6JFqH9WWqEXFZpireyB1p4769q7AknKbZqCnygxcy9eV,545
8,Young,Hat,No Trait,Solana Mouthguard,No Trait,Egg Ball,Nz Jersey,Orange,Dosbrak,Jonah Lomu,BnX6jh5oATstBAkJAkSabZKr43EZvmGrep4nXtnrhVhh,546
7,Old,Halo,No Trait,No Trait,No Trait,Ball,Yellow Jersey,Orange,Dosbrak,Jonah Lomu,Ff7JJBZbGTDViw6XdtqEyrVFoboDEdxUyziMnwaqX7rz,547
9,Standard,No Trait,Sweat,Nz Mouth Guard,Eye Injury,Crown Ball,Nz Jersey,Purple,Dosbrak,Jonah Lomu,FfkaBkPBxpgK25vDcALJjSHeu9PT9bUvbCpvkVfL4kzX,548
7,Old,No Trait,No Trait,No Trait,Laser Eyes,Nz Ball,Yellow Jersey,Blue,Dosbrak,Jonah Lomu,8i8qawrRXS2391UnrJL3jggYeLAxY6GD2917RRDhQR7v,549
8,Old,No Trait,No Trait,Nz Mouth Guard,Wayfarers,Gold Chain,Shirt,Black,Dosbrak,Jonah Lomu,BUbq1PxrKq4KeVAqKUTZ3gsUfJNALcLVJeX6tvkGUR73,550
7,Standard,No Trait,Sweat,No Trait,No Trait,Old Ball,Nz Away Jersey,Blockasset,Dosbrak,Jonah Lomu,CdUKUm3CJFi4hYim8jJCEEyDbzch4ELU5CmB6qKofown,551
