Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
8,Standard,Ba Snapback,No Trait,Medal,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,FvXKo6jSxREXVpdFUSyPKV52FqQXbZHVebhbhscGbLVL,456
7,Old,No Trait,No Trait,Diamond Grill,No Trait,Fire Ball,Blue Jersey,Red,Dosbrak,Wayne Rooney,24DMJ3WGptEUACJKtdKd4bBGGuHhNH4ubFw4iBLWai6X,457
7,Standard,No Trait,No Trait,Diamond Grill,Laser Eyes,No Trait,White Jersey,Blue,Dosbrak,Wayne Rooney,3akwuHd2awfW4CRoDPWNsmUZ4yK6mZP8E7Sojqo6u7Jj,458
6,Standard,No Trait,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Blockasset,Dosbrak,Wayne Rooney,97P2thZXm2UHZy2yh3f698pUvfjWZhpEd5GhjLWiLsXi,459
8,Standard,No Trait,Sweat,No Trait,Bloody Eye,Fire Ball,Patriot Flag,Orange,Dosbrak,Wayne Rooney,35eUvdNUUEqhR8qXJXjzzt6hjSw4n9yZ78BiRkx68rwX,460
8,Standard,Title Crown,No Trait,Medal,No Trait,Fire Ball,Blue Jersey,Blue,Dosbrak,Wayne Rooney,3SCUqBfyBivjk58LRX1S2sbLY5owE9vXVB1tiKkWmhU5,461
8,Old,Winner Hat,No Trait,No Trait,Wayfarers,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,4c7Bw11edSukhGh44UYMZCRx7BR6v6oSHiZr6BHvNbV9,462
9,Standard,Title Crown,No Trait,Gold Mouthguard,Wayfarers,Yellow Card,Training Hoodie,Black,Dosbrak,Wayne Rooney,9aCe2f5Z8HBgJguAHKaoRzyxNAYyVSyRwYeZbHkS5Du2,463
7,Old,No Trait,No Trait,Diamond Grill,No Trait,Confetti,Blue Jersey,Blue,Dosbrak,Wayne Rooney,B1PsuJYEmG8QR4HEdSiqr4tRmPnzBPK3LXeRrZ67Uo3F,464
7,Young,Winner Hat,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,EsmCLxfdGZwVwHDjLBCVvtUDNUTaNje9KKMVssyrBuec,465
8,Young,No Trait,Sweat,Gold Mouthguard,No Trait,Pigskin Ball,Blue Jersey,Blockasset,Dosbrak,Wayne Rooney,2PAbReKHkBThhwu5GgCDN2vBsbae3NwVqmykfwWErZJ3,466
7,Old,No Trait,No Trait,No Trait,Wayfarers,Pigskin Ball,Suit,Team,Dosbrak,Wayne Rooney,2wNu6foQ6gpHxca8wyzmQAn1JidnAa33Y5p7D2opzmXT,467
9,Standard,Title Crown,Sweat,No Trait,Bloody Eye,Confetti,Blue Jersey,Blue,Dosbrak,Wayne Rooney,4X3oiX83w1yispSbaJxEm6BuJt1kdAV99o1kwhA7Nwa2,468
8,Old,No Trait,Sweat,No Trait,Bloody Eye,Red Card,Patriot Flag,Red,Dosbrak,Wayne Rooney,96YMcGTrmiTDSFH1J7KrK2eebUG9iWQWPFXYv3GPddpq,469
9,Standard,No Trait,Sweat,Medal,Laser Eyes,Fire Ball,Blue Jersey,Blue,Dosbrak,Wayne Rooney,HNRfsgkoDrCCPdqpXThscgvHkXGefy9zhCQJ6irS81Zw,470
9,Old,Ba Snapback,Sweat,No Trait,Wayfarers,Red Card,Red Jersey,Team,Dosbrak,Wayne Rooney,6GuRDp46M5z7XYwGDtNeUrGjBWRuLUbseZzCbWqBSEUD,471
8,Standard,No Trait,No Trait,Gold Mouthguard,Wayfarers,Confetti,Patriot Flag,Green,Dosbrak,Wayne Rooney,6bssLwuzvNSE7DpkdqG2ygm9TirGf8GCi7ScxGG5V2PU,472
9,Standard,Winner Hat,No Trait,Diamond Grill,Wayfarers,Fire Ball,Red Jersey,Red,Dosbrak,Wayne Rooney,DozXPi3B3QhB5HuX9uSnVvVS3ZAZCh7JdYYEoZ8s81CF,473
9,Standard,Ba Snapback,Sweat,Medal,No Trait,Confetti,White Jersey,Blockasset,Dosbrak,Wayne Rooney,Gn6YUinwiRcTokqJkTtyjXWPH9iWHnu6gYjwApkRugpP,474
7,Old,No Trait,No Trait,Gold Mouthguard,No Trait,Confetti,Patriot Flag,Blue,Dosbrak,Wayne Rooney,3ETc2mQSgN3ns7TjG7SXYbGd3f2b52Fov9Snopk6fs4Y,475
7,Young,Ba Snapback,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Blue,Dosbrak,Wayne Rooney,Bx5ywCYjX9QqzsbB8donAhPqWJ87La52hzYCr1oNTJ4r,476
8,Standard,Ba Snapback,No Trait,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,9UDppuyNw8rsPF6RPQv5meAnq68JyPuuMVHDSvfNkbBt,477
8,Old,No Trait,Sweat,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,28HSX6vmkqpN3DchxjiaXaYCvCXfm4NL9CqjtByWev39,478
7,Standard,No Trait,Sweat,Gold Mouthguard,No Trait,No Trait,Training Hoodie,Team,Dosbrak,Wayne Rooney,65QSB5NkAQnMBjsmVo26Au42gGZvrqhPMrP3b2yaZEG2,479
8,Old,No Trait,Sweat,No Trait,Bloody Eye,Fire Ball,Managers Jacket,Blue,Dosbrak,Wayne Rooney,BReAAbwwWQZerCkr44WrPPMhGPWzyDDXnv3CnqYRdV14,480
8,Standard,Winner Hat,No Trait,No Trait,Wayfarers,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,33aTg8MvPazxmrqPotRsWJM4qcdkJ4TWVm9HXnfDb2UM,481
9,Standard,Title Crown,No Trait,Gold Mouthguard,Laser Eyes,Captain Armband,Black Jersey,Green,Dosbrak,Wayne Rooney,4NLTJcmjyuiVqjSqBqZouk2A44p2hWygdT41f75DZifF,482
7,Old,No Trait,No Trait,Medal,Bloody Eye,No Trait,Patriot Flag,Black,Dosbrak,Wayne Rooney,4qgv8kAF8Ga6Y9xojHL12pWFyFofDN4Sq6fk731A3XXd,483
7,Standard,No Trait,No Trait,No Trait,Laser Eyes,League Trophy,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,EEJaV4mErM6Fs1Cu2C9SDPbS1MPRoASoYjkqYxW5DRRG,484
8,Standard,No Trait,Sweat,Diamond Grill,No Trait,Red Card,Training Hoodie,Red,Dosbrak,Wayne Rooney,HVB2gXNXkM64d5VZLv327gAq28ZegpkWroyfAcP8kjKe,485
8,Standard,Ba Snapback,No Trait,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,HKszvGJp9Z7SyUvQJzzaPyBjqxVy8wZL41HF8WXrfvJh,486
8,Standard,Wooly Hat,No Trait,Gold Mouthguard,No Trait,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,81TsMnLQzorYQugG1MNRtSzJgNrWFqsNwNiwxfD4BEGg,487
8,Old,No Trait,No Trait,Medal,Laser Eyes,Fire Ball,Suit,Green,Dosbrak,Wayne Rooney,DuXMG3e8kcBLRpmhVWgZjG8PBCVKRj2xY3ybfkMtqXHR,488
9,Standard,Wooly Hat,Sweat,No Trait,Laser Eyes,Red Card,Red Jersey,Blockasset,Dosbrak,Wayne Rooney,GnBJ9fBv92KHHL7MpamkJeJfCy7WdQGG3wk9PC31pmA2,489
9,Young,Ba Snapback,No Trait,Medal,Bloody Eye,Pigskin Ball,Training Hoodie,Orange,Dosbrak,Wayne Rooney,4yEtvsAKqBwHYA18XuhKPkYNcHtVo3GA9LRnoTsmdco8,490
9,Standard,Title Crown,No Trait,Gold Mouthguard,Wayfarers,Confetti,White Jersey,Orange,Dosbrak,Wayne Rooney,5bUKoZWB9pMFmgFPScEmU72q4dFR37fA3S5iWqmQT1nP,491
8,Young,No Trait,Sweat,No Trait,Bloody Eye,Pigskin Ball,Black Jersey,Team,Dosbrak,Wayne Rooney,71zPCLmTUhuQVeM99i2pSFbqKzeqmoTwnpxGTn2FSuDK,492
7,Young,Ba Snapback,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,3uGnJEdcE9cxnrPm23QPR6mfpRBvzU3NEQeF4zHc6YP2,493
9,Standard,Title Crown,Sweat,Medal,No Trait,Yellow Card,Suit,Black,Dosbrak,Wayne Rooney,Aspy7kb4SNrWqASaC9hVt7fLpLR2AY4TtBvDZv64EPGQ,494
9,Standard,Title Crown,Sweat,No Trait,Bloody Eye,Red Card,Suit,Red,Dosbrak,Wayne Rooney,F1nWxNz5CrWbB7koEqE6WxUBfpsJAaMR3z2D41NHddVC,495
9,Standard,Wooly Hat,No Trait,Medal,Bloody Eye,Confetti,Red Jersey,Blockasset,Dosbrak,Wayne Rooney,38GG9B37C8bQeKjt22kCn4oWcwh1XUuSwDX43jyd6Whm,496
9,Standard,Winner Hat,No Trait,Diamond Grill,Wayfarers,Confetti,Red Jersey,Red,Dosbrak,Wayne Rooney,4DzsRnR35h25hbKou8KtgQqCfurQsbBZUxbbER5GYsPu,497
10,Standard,Title Crown,Sweat,Medal,Bloody Eye,Captain Armband,Black Jersey,Blue,Dosbrak,Wayne Rooney,4hgdZfb9G4sMgqVLmSiv2kHK1WFQRnaFxSUJXoZaDzAz,498
5,Standard,No Trait,England Paint,No Trait,No Trait,No Trait,No Trait,Blue,Dosbrak,Wayne Rooney,E6kcPrEMWeiDoDX8hssfyC8kouM6QXExfjqW1E8UEVcH,499
8,Old,Title Crown,No Trait,Gold Mouthguard,No Trait,Pigskin Ball,Suit,Blue,Dosbrak,Wayne Rooney,SFmfFBYTDWJkfNyWnPoiKAiisPNPAv38GTGMdbWmpxf,500
8,Standard,No Trait,No Trait,Gold Mouthguard,Bloody Eye,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,882qN6X8NmXhsridga6Ve79indHaXV6KynW6BnD2cLTQ,501
9,Old,Wooly Hat,Sweat,Diamond Grill,Wayfarers,No Trait,Red Jersey,Orange,Dosbrak,Wayne Rooney,DdXKi7pkA9vYFPn5q7qxpqm8qhk2rjT8vMtpyXj4kF5H,502
7,Old,Winner Hat,No Trait,No Trait,No Trait,Confetti,Patriot Flag,Green,Dosbrak,Wayne Rooney,EXWyQGXDKbnowZUKqaHjEti8s99YSNiVLWyTfQVCTpPS,503
6,Young,No Trait,No Trait,No Trait,No Trait,Pigskin Ball,Suit,Team,Dosbrak,Wayne Rooney,GCJska1gmH8bqMfp6dYMfZ7iMKd5mxzi8ihRcMgrjMzv,504
8,Standard,Winner Hat,Sweat,No Trait,No Trait,League Trophy,Red Jersey Torn,Orange,Dosbrak,Wayne Rooney,Gaxp2oFjxoB1apn3m6PXnbMTf6jUrLZyAK48NmnPrAGm,505
7,Standard,No Trait,Sweat,No Trait,No Trait,Confetti,Suit,Team,Dosbrak,Wayne Rooney,Bm5EsvYuyQcVQj4viSNRb5A8NF84MyXMQhXP6XUzRvtv,506
5,Standard,No Trait,England Paint,No Trait,No Trait,No Trait,No Trait,Orange,Dosbrak,Wayne Rooney,Cc36YCp9wMdSaPDV9qcVu8j4UC4SZfSdXcSC4VAXEsuJ,507
8,Old,Winner Hat,No Trait,Diamond Grill,No Trait,Captain Armband,Black Jersey,Blue,Dosbrak,Wayne Rooney,6Pg4exTDnqBB8H3g59erHB4NC37GD8iotug5ai3xvpia,508
8,Standard,Ba Snapback,No Trait,Diamond Grill,No Trait,Confetti,White Jersey,Red,Dosbrak,Wayne Rooney,E2pjLHEW2gGS7VkmxQL2rpY6JEaaUZRjpoRFD1jhsmG6,509
7,Young,Wooly Hat,No Trait,No Trait,No Trait,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,FHGAgqy1Ai2eAwEpv2KLRkUWoqPGoW7owJ4c6y2cCdeU,510
9,Young,Wooly Hat,Sweat,No Trait,Wayfarers,Captain Armband,Black Jersey,Blockasset,Dosbrak,Wayne Rooney,nADKR7Wvwt3YwvriWsmtnGq4wrAiwaat7cy3DSUunaV,511
9,Standard,Ba Snapback,No Trait,Gold Mouthguard,Laser Eyes,Yellow Card,Training Hoodie,Red,Dosbrak,Wayne Rooney,7H2nFKra2ZQixX4uAkDrdqmtRDBaCPBE3HR4jeqSUVEr,512
6,Standard,No Trait,No Trait,No Trait,No Trait,Boot Award,Red Jersey,Red,Dosbrak,Wayne Rooney,7xgwqS9yktn8Ykz1F3PBgvmXVxXXA5xtWP5whoU3vHXf,513
6,Old,No Trait,No Trait,No Trait,No Trait,Pigskin Ball,Managers Jacket,Blockasset,Dosbrak,Wayne Rooney,AyHMFPKTFS4gSdGAgFfb2ySP4Lvv8u9amKZxhrCubsUD,514
6,Standard,No Trait,No Trait,No Trait,No Trait,Confetti,Managers Jacket,Blockasset,Dosbrak,Wayne Rooney,BJNUpx584LCEKf2v6v32EHNZ2vFsU5eLvXM2pGmKSinY,515
7,Standard,No Trait,No Trait,No Trait,Laser Eyes,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,6jAMtgjgestGK5fSkE4xDmfnDvuWVx9Wv7C3iWqemH2P,516
7,Young,Title Crown,No Trait,No Trait,No Trait,Confetti,Training Hoodie,Orange,Dosbrak,Wayne Rooney,8nMch5EYTcgEB5ihR2LERJAobF57jSjuvreVZxwcGdM2,517
7,Young,Ba Snapback,No Trait,No Trait,Bloody Eye,No Trait,Black Jersey,Team,Dosbrak,Wayne Rooney,E1phMsaYvx2AjjqEd95PzKwxm1rJwP5MH8b2fKUYqco3,518
8,Old,No Trait,Sweat,No Trait,Wayfarers,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,AEHRoeiLmrC2bhJuKziBUSZ69K83WU7wJ51pKmMH8jZB,519
8,Standard,No Trait,No Trait,Medal,Wayfarers,Confetti,Managers Jacket,Red,Dosbrak,Wayne Rooney,Ajmzmd149MubUn7SM6VgQz9LkQZb8i27eW35ZicT9bMx,520
6,Standard,Title Crown,No Trait,No Trait,No Trait,No Trait,Training Hoodie,Blockasset,Dosbrak,Wayne Rooney,BWT7v6q8GsBi1dnrYiyhMUMjL9BxNoww3AXox44RzLqo,521
8,Old,Wooly Hat,Sweat,No Trait,No Trait,Confetti,Red Jersey,Team,Dosbrak,Wayne Rooney,BfLuPaNWDJFsK2WjEeLH7FPrszymzYa82PVtqc2gizMu,522
6,Standard,No Trait,No Trait,No Trait,Laser Eyes,No Trait,White Jersey,Team,Dosbrak,Wayne Rooney,5jJttGw82cpEeRW5WR5m2LEiMbzg32hjAwuaoqvp2a9N,523
7,Young,Ba Snapback,Sweat,No Trait,No Trait,No Trait,Patriot Flag,Orange,Dosbrak,Wayne Rooney,6gpKgNRhbep1Y6swMahZD9MrcGicDzTbteRTNnET7sNi,524
8,Old,No Trait,Sweat,No Trait,Wayfarers,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,E3JoER65s5Q2sZQVCqPiKby1KxkDKi6c6x1XPomzBmCi,525
8,Old,Winner Hat,No Trait,No Trait,Wayfarers,Yellow Card,Red Jersey,Team,Dosbrak,Wayne Rooney,GwoAYXbFDg2FWcfQnbeJRDfvbd4ESBnrW9Z4oAt7E6Xb,526
7,Young,No Trait,No Trait,No Trait,Wayfarers,League Trophy,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,3pZFmwsiFKbGaq1w5PmDzKHufTvCRKaf7oYMmjBNywFc,527
9,Old,Ba Snapback,Sweat,No Trait,Wayfarers,Pigskin Ball,Managers Jacket,Green,Dosbrak,Wayne Rooney,5RdKRjpJVEQ2qKV5on9PhZMdGAQKADXFoVWtiMeTgYsU,528
5,Standard,No Trait,England Paint,No Trait,No Trait,No Trait,No Trait,Red,Dosbrak,Wayne Rooney,5vYCffL5zdTuoo8Ww24TwRsGMX8hW47wE2G7YX6gS66Z,529
7,Standard,Title Crown,Sweat,No Trait,No Trait,No Trait,Managers Jacket,Red,Dosbrak,Wayne Rooney,7xhNL2vTdNxHFb3iq9tPFBVbhucLfhtZCupACJrqP2Lr,530
7,Old,No Trait,No Trait,No Trait,Laser Eyes,Pigskin Ball,Managers Jacket,Black,Dosbrak,Wayne Rooney,A5nrxgsn9Uk79oPXj2QwSa3b49xREDuZbDoGobxUqY9K,531
7,Standard,No Trait,Sweat,No Trait,No Trait,Pigskin Ball,Red Jersey Torn,Team,Dosbrak,Wayne Rooney,B8ervwysc9Wx6zfJMqz7KugHFK2indorHZCHCjtWckKE,532
8,Standard,Winner Hat,Sweat,No Trait,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,2zYsaUV24uD4pkiFuoKiuDyvxq3VmfZ3Nmi3mWwGCgW6,533
6,Standard,No Trait,No Trait,No Trait,No Trait,Boot Award,Red Jersey,Green,Dosbrak,Wayne Rooney,4u2UuXzSi9K6prRhuje8UNwu8vGx1KNq7BrLGk7GvZ7C,534
8,Standard,No Trait,Sweat,Diamond Grill,No Trait,Pigskin Ball,Blue Jersey,Blue,Dosbrak,Wayne Rooney,5prhZ9bge1AzxX5HFghHfLuDqiT7nqY5ibypEHhDUFwm,535
5,Standard,No Trait,England Paint,No Trait,No Trait,No Trait,No Trait,Black,Dosbrak,Wayne Rooney,A1VCvcLCzjfwrcVnn1LE4P6DufqHdNqCXdtCK2mX5erm,536
8,Standard,No Trait,Sweat,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,GD2jY5dVbjEmQEKoSKo3DSgDotW8eMjxVbWyBDzRxHZv,537
7,Young,No Trait,No Trait,No Trait,Wayfarers,Fire Ball,Managers Jacket,Red,Dosbrak,Wayne Rooney,D6PZqumMhYXiZLYBwLkkt8qLFTxFq7bu6JArZrKpP1Xv,538
7,Standard,Wooly Hat,England Paint,No Trait,No Trait,No Trait,Red Jersey,Blockasset,Dosbrak,Wayne Rooney,6YQXk2KoyXXETGp525H1wPi3DhdHcuTgnH6KMMyvwrri,539
7,Old,Winner Hat,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,B8qvBXV285HnRAoCD1PtFbWWqGKYXbDqrbvCWHog5YQw,540
8,Standard,No Trait,Sweat,Diamond Grill,No Trait,Pigskin Ball,Suit,Red,Dosbrak,Wayne Rooney,2APKsRyCvUeeJthog2LGwKdyRxCWu2EWX3SCHabWkfgR,541
8,Standard,No Trait,No Trait,Gold Mouthguard,Wayfarers,Captain Armband,Black Jersey,Team,Dosbrak,Wayne Rooney,4mSckSsaG4q72DV4PjhVqfS8iS4bgbmeD4BTPjTk3bMz,542
9,Standard,Wooly Hat,England Paint,Gold Mouthguard,Wayfarers,No Trait,Red Jersey,Blue,Dosbrak,Wayne Rooney,7mvSvergu6mG76GywesLSoqqDuMcEi59BaCfkGhSKk8p,543
8,Young,Title Crown,No Trait,Medal,Bloody Eye,No Trait,Black Jersey,Blue,Dosbrak,Wayne Rooney,8hSjti7RMUbeZ3hbWTwq4bZZLjudGC5zVwJQ6vFVEPiG,544
8,Standard,Title Crown,Sweat,No Trait,Laser Eyes,No Trait,White Jersey,Blue,Dosbrak,Wayne Rooney,EHZ8zCaLxqFenzUEMaczwbtVqT9R745jzaJYs1uFrybo,545
8,Young,No Trait,No Trait,Diamond Grill,Wayfarers,Captain Armband,Black Jersey,Green,Dosbrak,Wayne Rooney,G2xuhGZtgr23Ut9A8YLuSH9vW9szCKuEVSnRttf9urcx,546
7,Old,No Trait,No Trait,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,HaH4ZH4YYLSLVDnaGDhoYrennS8rV5hzFNts42w6p1R,547
5,Standard,No Trait,England Paint,No Trait,No Trait,No Trait,No Trait,Green,Dosbrak,Wayne Rooney,ZfhHhUy5ma3rjUNtUoumtTMURu3vqpcgdQydKHtp4gm,548
7,Standard,No Trait,No Trait,Diamond Grill,Wayfarers,No Trait,Red Jersey Torn,Green,Dosbrak,Wayne Rooney,4crzNHt6a43EHJ2yJ1KgKVGnj6xNaR6wUCbfAQH5rXMH,549
8,Standard,Ba Snapback,No Trait,No Trait,Wayfarers,Pigskin Ball,Patriot Flag,Orange,Dosbrak,Wayne Rooney,67uXM6RZLu5jSSCXdN5FkqWg6cPPr7tJPQfuPz6Ch7jL,550
8,Standard,Wooly Hat,England Paint,No Trait,Laser Eyes,No Trait,Red Jersey,Red,Dosbrak,Wayne Rooney,7JabNK77hFgYvsvtFS61j5nLRWtkhnoGTGtHfCAQW5B2,551
9,Standard,Wooly Hat,No Trait,Diamond Grill,Bloody Eye,Yellow Card,Red Jersey,Green,Dosbrak,Wayne Rooney,7SzZ2ZtLmsuwQnFPAZisXHq4PyHPwCvy8VqBUv47og2j,552
7,Old,No Trait,No Trait,No Trait,Bloody Eye,Yellow Card,Patriot Flag,Blue,Dosbrak,Wayne Rooney,7hY6KEKewEj8HqqjsXYnC2jYmjUNFs6dCo3kJ3QhhdWU,553
9,Standard,Wooly Hat,England Paint,Medal,Wayfarers,No Trait,Red Jersey,Red,Dosbrak,Wayne Rooney,KT3jk5UaXch487Umk8AzHaGw3AAoiByoK3vaLYc3So8,554
9,Standard,Wooly Hat,Sweat,Diamond Grill,No Trait,Captain Armband,Black Jersey,Red,Dosbrak,Wayne Rooney,6CQfToTbqvCs45ByKztDGwu3btY9vgELVo76X4MYzDZS,555
8,Standard,Title Crown,No Trait,Gold Mouthguard,No Trait,Red Card,Blue Jersey,Orange,Dosbrak,Wayne Rooney,6qEJCzy1gojHnygWXq9f6xtKftzM2YTrzvbrfko1NfQT,556
6,Old,No Trait,No Trait,No Trait,No Trait,Red Card,Blue Jersey,Team,Dosbrak,Wayne Rooney,XNgoZLPsAJufrnS2euvzx5cezBJHr1L5gRK2YwXp9tf,557
8,Standard,Ba Snapback,No Trait,Diamond Grill,No Trait,Pigskin Ball,White Jersey,Blue,Dosbrak,Wayne Rooney,4uRdhKqBCKazoLoC9yFuDM1zwQYRmvCeLpixTAVFBErB,558
7,Standard,No Trait,No Trait,Medal,No Trait,League Trophy,Red Jersey Torn,Blue,Dosbrak,Wayne Rooney,9BHhgPQyPioPiVJXz5b8YbDqmhddmbfEmKKYTudLQfvM,559
8,Old,Wooly Hat,No Trait,Diamond Grill,No Trait,Confetti,Red Jersey,Red,Dosbrak,Wayne Rooney,A7cUhLWYZfnAUHB9ytyQzrmAXjCNFn7NfUAHPpHNsK1A,560
9,Standard,Winner Hat,Sweat,Diamond Grill,No Trait,Confetti,Red Jersey,Green,Dosbrak,Wayne Rooney,2HgBF1TDgpfSZaydKNUvEymHuAkHTUdGWiPJwfpVKobw,561
7,Standard,No Trait,No Trait,Medal,No Trait,Confetti,Patriot Flag,Green,Dosbrak,Wayne Rooney,5915mQgRkiC7W7mkwNGpHwBXBuPdLabvsRwZ4tstpJ81,562
8,Young,No Trait,No Trait,Diamond Grill,Wayfarers,Red Card,Red Jersey,Red,Dosbrak,Wayne Rooney,6kG9b9KFay6xoKaqKmp3Kx35DxdF83Zh2KzeAvJ4VJ9t,563
9,Old,Wooly Hat,No Trait,Medal,Laser Eyes,Captain Armband,Black Jersey,Blue,Dosbrak,Wayne Rooney,7XhL87NMFvzx8QJSTVPXSv1M2YkiFKehX1d3GHWkPBAp,564
7,Young,No Trait,Sweat,No Trait,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,9p25exNpfB2EsTuq2tUk6rNZPNvbN4ieKTC1PDvFK6YA,565
8,Standard,No Trait,Sweat,Gold Mouthguard,No Trait,Fire Ball,Red Jersey,Team,Dosbrak,Wayne Rooney,4QVBNj4Cg8e6ms1gMDh1d2QvF2gUZy6rHXagYHmNXwCC,566
7,Standard,No Trait,No Trait,No Trait,Laser Eyes,Red Card,Managers Jacket,Green,Dosbrak,Wayne Rooney,CisRC9hvAM2fG8atALKeAxvX7zDwjNS5krA2Wv5Dk22T,567
8,Old,No Trait,No Trait,Medal,Laser Eyes,Yellow Card,Suit,Red,Dosbrak,Wayne Rooney,G7RJxsd2cKXJrfc1KLDdQhypFsPJLcYR5oZd5o1GLNuw,568
8,Standard,No Trait,Sweat,Medal,Bloody Eye,No Trait,Red Jersey,Team,Dosbrak,Wayne Rooney,J3aqYWSQa3U4mvCHQqk4BywxueEp7QjoPF42nf1ntiRR,569
7,Standard,No Trait,No Trait,No Trait,Bloody Eye,Fire Ball,Training Hoodie,Blockasset,Dosbrak,Wayne Rooney,KYorah7CspTCkjoH4WFbhZkGpvJVpwkAY1VX99Nfmrp,570
8,Young,Title Crown,Sweat,No Trait,No Trait,Yellow Card,Blue Jersey,Green,Dosbrak,Wayne Rooney,4pfUtkrUki5yN8LEcoWfQ6N84Y13B3tC7KPeDHep2Tr2,571
7,Standard,Winner Hat,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Blue,Dosbrak,Wayne Rooney,DyA1RFZbqxo16qip86uPREPfUyUHhAKonqAEH9p41xs2,572
9,Standard,Winner Hat,No Trait,Diamond Grill,Wayfarers,Pigskin Ball,Red Jersey,Red,Dosbrak,Wayne Rooney,C5sVYerWJdNQ7bBh6oRqQMSAbCEqJu2JbnXybqouyVYn,573
9,Standard,Wooly Hat,England Paint,Gold Mouthguard,Wayfarers,No Trait,Red Jersey,Red,Dosbrak,Wayne Rooney,DEen4x2pmQhtZCbLtsnyfeZMTYKj7SFjzuH5zhxSK7X,574
6,Standard,No Trait,No Trait,No Trait,No Trait,Yellow Card,Managers Jacket,Blockasset,Dosbrak,Wayne Rooney,FrFsnubfdHRywYSWyfRyKUDLHbguffFgXs4qmZj23yWQ,575
8,Young,Wooly Hat,England Paint,No Trait,Bloody Eye,No Trait,Red Jersey,Green,Dosbrak,Wayne Rooney,HgJ7qwUpcRXqr4KGQnqnzNBwaQHKShdYhuTcdpknp56n,576
7,Old,Ba Snapback,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,9QSkuSg445L3z7gTYr66GNvx3ZmoM1DCBudFZbxGQXEP,577
8,Standard,Ba Snapback,No Trait,No Trait,Bloody Eye,Yellow Card,Managers Jacket,Blue,Dosbrak,Wayne Rooney,HTQH2ZzPoEaLy6mnJWdjCKK8dpchmpMZun2pcX87w8tz,578
8,Old,Ba Snapback,No Trait,No Trait,Wayfarers,Yellow Card,Managers Jacket,Black,Dosbrak,Wayne Rooney,3D31cB91onU9ZqeTyzVabzUkMAyzdsvNZLePFFWkWLTC,579
8,Standard,No Trait,Sweat,No Trait,Bloody Eye,Confetti,Managers Jacket,Blue,Dosbrak,Wayne Rooney,74P9nJEP5WngC2yxJqUbGcxRcEnv364TCkzPPS1tgmft,580
7,Standard,Winner Hat,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Orange,Dosbrak,Wayne Rooney,8zzgKpaXneop1K3tMpmpMyJeGgzBDcg3kqpopuLx2zKN,581
8,Standard,Ba Snapback,Sweat,No Trait,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,GEd8i3dpECeJ6PY5T4Zr6c6MEgdCU2TK8PaVQfy4stU2,582
8,Old,Ba Snapback,Sweat,No Trait,No Trait,Red Card,Managers Jacket,Red,Dosbrak,Wayne Rooney,GXtasPBvrtM93aFLsVMzX8igcVmcDhJAfXT7SL9kePoU,583
7,Old,No Trait,No Trait,Gold Mouthguard,No Trait,Pigskin Ball,Training Hoodie,Blockasset,Dosbrak,Wayne Rooney,Ge3T68WZ1pPT8tnmRjUxj9zq1BmLydwE2ckbKXkarmn2,584
7,Old,Ba Snapback,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,ef9rrK8qS8uoMCNhJN5UGUqMtrvrfxsEx4cmkoQL6Kg,585
